ch,InitAge,Rabbit,Freq
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2200,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2201,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2202,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000R0R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2203,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0000000B0B0B000B00000B0B00000000000000000000000000000000000000000000000000000000000000000000000,1,2204,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000,1,2205,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2206,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2207,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0R0R0R0R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2208,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0000000B000B000000000B0B00000000000000000000000000000000000000000000000000000000000000000000000,1,2209,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2210,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2211,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2212,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2213,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2214,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2215,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2216,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2217,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0N000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2218,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2219,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2221,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2222,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000,1,2223,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2224,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2225,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2226,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2227,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2228,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2229,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2230,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000M10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2231,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2232,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2233,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2234,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M000M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2235,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2236,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,0,2237,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000M000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2238,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2239,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2240,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2241,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2242,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2243,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2244,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2245,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2246,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2247,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2248,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2249,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N000M0M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2250,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0B000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2251,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000B000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2252,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2253,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M000M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2254,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,1,2255,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M00000M0M0M00000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2256,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0B0000000B0B0000000B0B0B000000000B0000000000000000000000000000000000000000000000000000000000000,1,2257,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2258,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2259,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2260,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000B000B000B000B000B000B000B0000000B000B000000000000000000000000000000000000000000000000000,1,2261,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2262,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2263,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0B000B0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2264,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M0M0M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2265,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000,1,2266,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N000M0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2267,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2268,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,1,2269,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2270,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2272,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000M0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2273,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0N000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000,0,2274,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2275,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2276,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000M0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2277,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2278,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2279,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2280,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2281,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000M000M10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2282,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2283,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000B00000B000B0000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2284,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0M0M0M00000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2285,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2286,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2287,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2288,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2289,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2290,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2291,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,0,2292,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2293,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2294,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2295,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2296,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2297,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2298,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2299,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2300,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2301,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2302,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2303,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2304,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2305,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2306,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2307,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0M00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2308,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2309,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2310,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2311,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2312,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2313,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R0R0R00000R0R0R000R000000000000000000000000000000000000000000000000000000000000000000000,0,2314,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2315,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2316,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0R0R0R00001000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2317,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2318,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2319,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0B000000000B0B00100000000000000000000000000000000000000000000000000000000000000000000,0,2320,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B000B000000000B0B000000000000000B000000000000000B000000000000000000000000000000000000000,0,2321,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0B000B0000000000000B0000000B0B000000000000000000000B00000B0B00000000000000000010000000000,0,2322,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,0,2323,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2324,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2325,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2326,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2327,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2328,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2329,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2330,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2331,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2332,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2333,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0R0R0R00000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2334,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000,1,2335,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2336,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2337,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2338,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000,1,2339,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2340,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2341,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2342,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2343,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2344,1
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0N0R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2345,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2346,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2347,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M0M0M0M000M0M0M0000000000000000000000000000000000000000000000000000000000000000000000000,1,2349,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2350,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R000000000R0R0R000R000B0000000B0B0000000B0000000000000000000000000000000000000000000,1,2352,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M0M0M00000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2353,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000001000000000000000000000000000000000000000000000000000000000000000000,1,2354,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B000000000B0000000B00000000000000000000000000000000000000000000000000000000000000000,1,2355,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B00000B000B0B0000000B0B00000B0B0B0B0000000B00000000000000000000000000000000000000000,1,2356,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B0B000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2357,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2358,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2359,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0B0B00000B000B00000B000B0000000000000000000000000000000000000000000000000000000000000,0,2360,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0B000B0B0B0B0B0B000B0B0B000B0B0B0B0B0B000B0B0B000B0B00000B0B00000B0B00000000000000000,0,2361,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0B0B0000000B0B00000000000000000000000000000000000000000000000000000000000000000000000,0,2362,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2363,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R0R0R0R000R000R0R0R000R0R0B0B0B0B0000000000000000000000000000000000000000000000000000000,0,2364,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M000M00000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2366,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000010000000000000000000000000000000000000000000000000000000000000000000000000000,1,2367,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0R000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2368,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2369,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R0000000000000R0R00000000000000000010000000000000000000000000000000000000000000000000000,0,2370,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2371,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B0B000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2372,1
